wavenumber,neuron-1 sub,neuron-2 sub,neuron-3 sub,neuron-4 sub,neuron-5 sub,neuron-6 sub
2794,-0.35758,-74.608,-86.502,-135.93,-18.123,39.951
2795,-2.0865,-20.794,-61.431,-86.389,-8.9008,25.675
2796,-3.8155,33.02,-36.359,-36.847,0.32175,11.4
2797,-18.809,63.566,-38.114,19.505,63.277,23.02
2798,-37.99,86.763,-48.342,78.007,143.2,42.817
2799,-21.478,126.29,-34.758,115.3,179.88,77.147
2800,50.864,191.35,16.067,119.42,148.93,134.21
2801,121.7,254.96,65.998,122.87,119.2,189.58
2802,118.48,247.48,72.158,93.408,150.03,162.23
2803,115.27,240,78.318,63.947,180.86,134.88
2804,95.446,217.09,91.129,55.652,189.73,114.44
2805,67.07,186.22,107.37,58.263,187.29,97.551
2806,48.427,168.51,111.53,63.989,185.31,84.95
2807,52.492,181.51,87.522,76.986,184.4,82.347
2808,56.557,194.5,63.513,89.984,183.49,79.743
2809,71.737,205.74,53.038,88.286,193.8,106.11
2810,87.626,216.87,43.427,85.651,204.83,134.33
2811,97.29,240.56,67.61,100.62,224.97,147.64
2812,102.63,272.97,115.28,127.81,251.44,150.58
2813,105.86,306.33,157.7,163.99,278.02,145.46
2814,102.43,342.7,183.54,228.63,304.96,114.83
2815,99.004,379.06,209.38,293.28,331.9,84.199
2816,125.2,370.41,215.21,335.95,358.83,123.06
2817,155.05,356.19,218.57,375.91,385.76,170.51
2818,199.54,374.26,231.65,420.53,398.69,207.26
2819,256.02,418.76,252.71,468.95,400.15,235.27
2820,302.16,455.49,270.34,513,396.5,253.11
2821,309.39,463,275.14,540.64,373.63,232.72
2822,316.61,470.52,279.93,568.28,350.76,212.33
2823,301.04,565.35,266.57,631.57,384.57,289.4
2824,282.06,673.22,250.49,700.19,426.86,381.03
2825,326.74,641.5,313.33,856.1,494.28,390.7
2826,401.39,544.08,413.3,1053.1,573.53,361.8
2827,484.34,481.54,524.71,1219.7,653.57,351.16
2828,607.85,589.32,691.91,1237.9,737.47,429.71
2829,731.35,697.1,859.11,1256,821.38,508.26
2830,722.04,687.84,828.55,1371.9,801.45,521.83
2831,647.31,620.92,700.59,1536,730.38,503.4
2832,602.06,586.4,607.19,1713.5,692.32,506.54
2833,711.57,721.95,695.19,1962.1,827.55,622.98
2834,821.09,857.49,783.19,2210.6,962.77,739.41
2835,833.33,929.66,834.46,2611.3,944.1,724.38
2836,795.45,969.17,866.79,3090.3,846.14,641.62
2837,777.41,1009,904.02,3580.5,785.8,593.12
2838,863.46,1050.4,966.92,4129.1,922.97,724.46
2839,949.51,1091.8,1029.8,4677.8,1060.1,855.8
2840,1137.2,1230,1113.2,5281,1149.7,946.6
2841,1374.8,1415.9,1206.6,5911.1,1215.9,1017.4
2842,1561.9,1566.1,1295.4,6505.9,1276.7,1089.8
2843,1518.1,1553.9,1363.6,6940.2,1312.9,1168.8
2844,1474.4,1541.7,1431.8,7374.5,1349,1247.9
2845,1580.6,1694.8,1499.9,7682.8,1476.9,1405.2
2846,1754.1,1922.3,1568.1,7934.6,1645.9,1597.8
2847,1896.6,2114.7,1650,8098.1,1796.5,1747.8
2848,1914.7,2166.7,1786.9,7908.6,1873.6,1727.8
2849,1932.8,2218.7,1923.8,7719.1,1950.7,1707.7
2850,1997.7,2285.2,2060.3,7588.1,2043,1808.8
2851,2080.7,2357.4,2196.5,7479.8,2141.2,1956.8
2852,2172.8,2441.3,2313.8,7320,2249.8,2088.1
2853,2293.5,2561.9,2371,6997,2390.9,2166.3
2854,2414.2,2682.6,2428.3,6673.9,2532,2244.5
2855,2557.5,2748.6,2501.7,6531.4,2707.2,2277.4
2856,2708,2797.2,2580.1,6445.9,2893.1,2296
2857,2832.1,2880,2650.7,6346.6,3033,2325.2
2858,2891.5,3046.1,2702.1,6213.8,3060.1,2380.3
2859,2950.9,3212.3,2753.4,6081,3087.1,2435.5
2860,2999.7,3330.7,2914.5,6027.6,3235.7,2560.1
2861,3046.1,3438.5,3099.7,5991.6,3411,2699.9
2862,3181.9,3565.1,3319.3,5954.3,3616.4,2844.8
2863,3483.7,3726.6,3602.7,5914.5,3878,2999.3
2864,3785.5,3888.1,3886.2,5874.7,4139.6,3153.8
2865,3972.4,4176.5,4173.7,5933.5,4230.6,3335.2
2866,4143.6,4482.2,4461.7,6005.7,4298.3,3520.2
2867,4375.8,4768.4,4719.5,6118.4,4543.3,3747.1
2868,4692.4,5027.8,4935.7,6287.2,5033,4031.9
2869,5009,5287.3,5151.9,6455.9,5522.8,4316.8
2870,5121.7,5413.9,5352.5,6501.7,5562,4348.9
2871,5226,5535,5552.4,6542.4,5582.4,4370.6
2872,5366.5,5619.3,5655.6,6736,5664.8,4429.5
2873,5541.8,5668.3,5665.7,7076.6,5806.7,4524.3
2874,5705.2,5714.5,5675.8,7418.8,5943.2,4615.4
2875,5641.7,5707.3,5684.8,7792.3,5976.9,4635
2876,5578.1,5700.1,5693.7,8165.8,6010.6,4654.7
2877,5525.6,5699,5674.1,8827.5,5955.1,4709.4
2878,5480.4,5702.1,5635.2,9681.4,5840,4787.6
2879,5449.3,5698.2,5600.9,10489,5736.2,4849.1
2880,5498.3,5654.6,5591.7,11036,5696,4815.9
2881,5547.2,5610.9,5582.5,11583,5655.7,4782.8
2882,5491.6,5637.9,5548.3,11285,5638.3,4747.1
2883,5393.4,5693.7,5503.9,10641,5630.2,4710.3
2884,5283.9,5698.6,5449.8,9946.9,5596.8,4669.8
2885,5144,5565.7,5369.7,9117.1,5495.2,4618.9
2886,5004.1,5432.9,5289.5,8287.4,5393.7,4568
2887,5046.6,5398.1,5310.6,7725.2,5499.5,4560.4
2888,5126.5,5383.3,5352.4,7218,5647.9,4561.8
2889,5203.8,5369.9,5365.5,6836.2,5717.2,4515.6
2890,5276.9,5358.6,5335.4,6642.9,5668,4398.1
2891,5350.1,5347.3,5305.4,6449.5,5618.8,4280.6
2892,5374.9,5373.8,5467.1,6432.8,5671,4387.4
2893,5397.6,5401.9,5636.8,6423.3,5727.4,4503.5
2894,5449.9,5450.6,5732.9,6396.9,5785.1,4592.3
2895,5528.4,5517.5,5763.5,6355.3,5843.9,4656.9
2896,5596.2,5583.4,5780.3,6317.2,5897.7,4712.5
2897,5577.6,5641.1,5685.8,6307.2,5911.7,4696.3
2898,5558.9,5698.8,5591.3,6297.3,5925.7,4680.1
2899,5627,5769.1,5662.1,6195.5,5980.1,4704.7
2900,5736,5845.2,5810.8,6050.5,6053.6,4748.7
2901,5838.5,5902.7,5932.7,5940.6,6129,4800.7
2902,5922.1,5906.6,5978.7,5930.5,6209.9,4875.7
2903,6005.7,5910.6,6024.7,5920.4,6290.7,4950.7
2904,6106.5,6008.9,6110.3,5868.5,6406.6,5010.5
2905,6210.5,6125.2,6203.3,5808.6,6529.1,5067.4
2906,6314,6225.4,6282.3,5728.6,6616.8,5139.2
2907,6416.5,6304.4,6342.6,5622,6658.3,5230.9
2908,6518.2,6385.6,6406.5,5517.5,6702.8,5322.9
2909,6580.3,6576.2,6647.7,5512.9,6892.8,5427.6
2910,6642.5,6766.8,6888.8,5508.2,7082.9,5532.4
2911,6786,6899.1,7051.4,5495.6,7244,5618.9
2912,6981.6,6994.2,7163.7,5477.9,7386.8,5693.6
2913,7172,7124,7310.5,5478.7,7542.2,5805.1
2914,7341.6,7392.2,7595.3,5553.1,7748.4,6063.5
2915,7511.1,7660.4,7880.1,5627.5,7954.6,6321.9
2916,7711.5,7889.9,8077.6,5712.9,8205.7,6433.8
2917,7919.6,8109.7,8253.2,5801,8468,6509.1
2918,8104,8304.2,8396.9,5884.5,8688.4,6658.5
2919,8253,8460.5,8492.7,5961,8846.1,6919
2920,8401.5,8616.5,8589.8,6036.9,9003.5,7177.5
2921,8512.1,8730.5,8826.9,6057.6,9139.2,7232.3
2922,8622.6,8844.6,9064,6078.3,9274.9,7287.1
2923,8830.8,8994.3,9249.5,6119.7,9430.2,7404.3
2924,9101.3,9166.9,9402.1,6174.2,9598.1,7561.5
2925,9337.4,9335.2,9559.8,6255.6,9776.3,7702.7
2926,9451.6,9488.6,9735.7,6432.6,9990.6,7787.2
2927,9565.8,9641.9,9911.6,6609.5,10205,7871.7
2928,9675.1,9783.5,10052,6747.6,10316,7994.2
2929,9783.4,9922.6,10186,6877.7,10406,8124.5
2930,9904.4,10018,10280,6960.7,10496,8228.2
2931,10041,10059,10325,6986.2,10585,8299.5
2932,10169,10101,10374,7002.9,10671,8368.1
2933,10192,10160,10476,6903.1,10712,8402
2934,10214,10219,10578,6803.2,10753,8435.9
2935,10227,10277,10631,6819,10790,8419.3
2936,10235,10335,10662,6886.8,10825,8380
2937,10225,10346,10639,6893.7,10833,8325.2
2938,10175,10253,10496,6764.9,10780,8235.9
2939,10124,10160,10353,6636.1,10728,8146.7
2940,9985.6,9993.3,10223,6475.4,10670,8022
2941,9841.3,9821.8,10094,6312.6,10612,7895.1
2942,9621,9583.2,9907.3,6111.4,10361,7730
2943,9343.5,9294,9677.6,5881.2,9964.6,7536.3
2944,9081.4,9028.3,9448.6,5655.1,9610.6,7334.7
2945,8881.5,8856.5,9222.8,5445.7,9427.7,7102.1
2946,8681.5,8684.7,8997,5236.3,9244.8,6869.4
2947,8414.6,8360.4,8636.3,5037.7,8944,6683.8
2948,8135,8007,8249.8,4841.2,8620.6,6507.1
2949,7892.4,7737.5,7968.6,4689.1,8344.8,6373
2950,7689.9,7558.6,7801.3,4585.2,8120.3,6284.8
2951,7491.8,7392.4,7646.6,4480.2,7909,6181.2
2952,7325.7,7318.6,7584.1,4367.1,7793.9,5964.3
2953,7159.5,7244.7,7521.7,4254,7678.8,5747.5
2954,7041.2,7089.2,7375,4207.6,7475.7,5641.3
2955,6937.2,6909.4,7203.2,4181.3,7246.2,5568.1
2956,6825.9,6763.3,7059.6,4140.6,7081.6,5509
2957,6704.3,6663.5,6955.2,4080.2,7006.4,5469.3
2958,6585.7,6573.2,6851,4016.7,6938.2,5428.3
2959,6506.9,6607.6,6749.4,3910.8,6963.5,5368.8
2960,6428.2,6641.9,6647.8,3804.9,6988.8,5309.3
2961,6374.5,6555.8,6567.7,3754.1,6890.9,5236.7
2962,6330.5,6422.9,6496,3724.7,6745.2,5159.1
2963,6268.3,6308.6,6430.1,3691.5,6618.6,5082.2
2964,6176.3,6224.7,6373.9,3652,6523.1,5006.5
2965,6084.9,6141.2,6318.2,3615.5,6429.3,4929.6
2966,6008.2,6067.1,6276.4,3653.5,6375.2,4825.7
2967,5931.5,5993,6234.7,3691.5,6321,4721.7
2968,5876.9,5861.2,6130.1,3559.8,6220.5,4666.2
2969,5831.8,5704.7,5998.6,3355.3,6100.1,4631.5
2970,5792.3,5586.5,5864.8,3245,6030.2,4600.4
2971,5762.5,5533.3,5727,3295.2,6046.1,4575.3
2972,5727.6,5478.4,5595.3,3340.3,6057,4548.1
2973,5571.5,5380.7,5611.1,3261.4,5947.2,4472.4
2974,5415.4,5283.1,5626.8,3182.5,5837.5,4396.6
2975,5276.7,5169.6,5518.5,3116.7,5709.1,4321.2
2976,5145,5049.6,5359.6,3056.2,5573.1,4245.9
2977,5055,4955,5239.9,2987.7,5445,4153.2
2978,5033,4901.5,5184.3,2906.2,5329.7,4032.3
2979,5005.2,4846.5,5123.6,2828.7,5218.3,3916.1
2980,4885.6,4765.2,4982.5,2815.1,5169.6,3873.1
2981,4766,4684,4841.5,2801.4,5120.9,3830
2982,4713.4,4572.9,4791.2,2802.2,4997.6,3758.8
2983,4684.3,4451.3,4772.7,2808,4848,3677.6
2984,4593.1,4326.4,4680.4,2758.4,4733.4,3576.6
2985,4419.4,4197.2,4490.1,2635.4,4665,3449.2
2986,4256.9,4081.3,4309.9,2520.9,4581.5,3323.7
2987,4176.6,4063.6,4203.4,2468.5,4388,3211.5
2988,4096.2,4046,4097,2416.2,4194.4,3099.4
2989,3969.8,3929.4,4003.4,2346.9,4051.6,2989.6
2990,3832.6,3789.7,3912.9,2273.6,3920.7,2880.4
2991,3673.8,3584.3,3749.2,2201.7,3780.5,2779.4
2992,3493.4,3313.2,3512.4,2131.1,3630.9,2686.7
2993,3330,3077.6,3293.6,2045.2,3477.4,2591.4
2994,3234.3,2984.2,3146.4,1898.3,3308.5,2485.6
2995,3138.7,2890.7,2999.2,1751.3,3139.6,2379.8
2996,2939.2,2804.3,2914.4,1748.5,2988.4,2276.8
2997,2728.1,2718.8,2836.6,1761.8,2839.2,2174.2
2998,2617.5,2613.8,2753.5,1714.1,2746.5,2061.5
2999,2573.7,2495.8,2666.8,1625.7,2691.6,1942.1
3000,2507.8,2379.4,2571.6,1546.8,2614.7,1849.1
3001,2390.1,2266.5,2456.6,1489.7,2486.7,1817.7
3002,2272.4,2153.9,2340.9,1432.5,2359.2,1785.3
3003,2155.5,2068.2,2164.5,1358.2,2283.3,1650.7
3004,2038.6,1982.4,1988.1,1283.9,2207.5,1516
3005,1944.3,1890.7,1895.3,1282.8,2074.1,1458.3
3006,1858.9,1796.7,1835,1310,1918.3,1430.5
3007,1759.6,1690.7,1740.2,1299.3,1774.6,1365.1
3008,1642.5,1569.4,1601.4,1240.3,1646.3,1251.8
3009,1522.2,1451.3,1462.8,1173.3,1514.8,1137.2
3010,1383.3,1351.3,1324.8,1060.8,1364.7,1015.7
3011,1244.4,1251.2,1186.9,948.3,1214.6,894.25
3012,1251.3,1159.9,1150,927.6,1163,855.92
3013,1279.9,1070,1128.2,920.63,1126.2,830.02
3014,1215.9,984.35,1051.4,878.8,1097.8,820.52
3015,1090,901.55,938.03,813.73,1075.1,821.96
3016,978.25,835.88,850.99,759.1,1025.7,797.85
3017,896.69,806.61,819.96,726.62,919.81,719.44
3018,813.5,774.87,786.51,692.91,815.06,638.51
3019,699.52,696.15,707.12,635.69,732.55,509.68
3020,585.54,617.42,627.72,578.47,650.04,380.84
3021,568.07,597.65,562.52,571.09,600.56,343.14
3022,577.83,594.51,501.32,577.78,560.4,331.14
3023,555.15,532.07,458.65,575.69,508.65,327.05
3024,502.55,414.9,433.11,565.51,446.21,330.27
3025,463.73,324.23,415.82,559.68,406.35,329.91
3026,464.13,309,422.04,566.21,430.8,319.41
3027,464.54,293.76,428.25,572.75,455.24,308.9
3028,418.65,313.79,320.92,489.36,343.96,178.61
3029,372.76,333.81,213.59,405.98,232.69,48.311
3030,320.17,301.42,193.92,339.13,205.16,30.281
3031,265.22,250.62,205.05,278.09,207.06,51.696
3032,230.96,213.57,187.8,290.7,222.17,62.606
3033,218.22,190.84,141,379.96,251.03,62.584
3034,198.14,174.34,113,428.52,260.3,63.238
3035,154.8,177.59,144.53,348.2,207.54,66.036
3036,111.45,180.83,176.07,267.88,154.78,68.833
3037,47.005,163.28,165.96,316.76,155.68,36.009
3038,-17.658,145.52,155.43,366.94,157.12,2.8253
3039,10.113,174.93,133.92,373.49,127.34,-3.6841
3040,68.697,220.06,108.74,365.5,87.159,-1.302
3041,108.59,221.68,59.919,351.78,64.94,0.66856
3042,130.51,181.5,-11.607,332.58,59.978,2.2437
3043,149.36,145.05,-43.853,314.09,53.484,3.5484
3044,159.9,118.68,30.101,297.53,42.851,4.1221
3045,169.53,96.878,101.61,279.35,34.25,6.5998
3046,157.58,184.51,114.42,222.2,74.427,54.773
3047,145.63,272.15,127.23,165.05,114.6,102.95
3048,163.5,325.27,194.23,190.11,102.84,105.5
3049,188.84,369.76,274.78,235.71,78.088,96.654
3050,258.38,420.85,316.09,256.63,103.94,88.171
3051,361.27,476.93,327.81,258.95,167.95,79.963
3052,434.72,506.54,315.28,258.14,202.15,87.214
3053,453.49,487.01,257.74,251.51,180.97,123.18
3054,474.29,474.36,213.81,249.18,179.36,172.5
3055,508.62,507.82,260.89,275.54,308.73,311.27
3056,542.94,541.28,307.98,301.9,438.1,450.04
3057,566.6,636.17,437.2,329.29,508.36,456.96
3058,589.21,737.14,574.55,356.77,572.77,450.84
3059,619.68,793.53,627.92,395.51,593.48,503.48
3060,653.67,829.88,643.55,439.3,594.55,582.52
3061,677.86,864.09,627.48,462.1,585.82,620.73
3062,691.43,895.98,577.04,462.17,566.5,614.72
3063,708.25,913.24,539.94,455.87,558.07,614.19
3064,734.29,888.86,540.8,431.46,580.7,629.27
3065,752.83,865.17,540.77,406.25,600.83,645.1
3066,653.85,852.34,526.98,368.69,581.89,672.83
3067,554.86,839.52,513.19,331.13,562.95,700.56
3068,508.44,784.6,434.69,276.88,510.68,597.53
3069,471.3,722.27,344.77,219.68,452.53,471.42
3070,427.62,640.66,244.89,216.14,372.42,390.15
3071,380.41,548.67,139.64,241.49,280.48,333.03
3072,350.79,446.73,59.145,244.11,228.55,294.04
3073,342.66,332.63,8.9125,218.95,225.51,277.22
3074,336.54,251.96,-27.644,204.34,220.19,268.79
3075,336.13,266.41,-25.276,219.77,208.41,284.24
3076,329.31,277.91,-24.26,231.64,194.24,297.45
3077,221.89,243.26,-44.419,187.99,142.67,275.51
3078,114.47,208.61,-64.577,144.33,91.102,253.57
3079,76.271,194.81,-148.65,161.34,51.69,262.18
3080,48.416,184.13,-242.28,187.41,14.094,275.35
3081,43.697,203.89,-214.59,150.84,-33.21,263.19
3082,49.372,237.32,-132.4,86.135,-84.876,239.66
3083,94.716,231.22,-65.449,77.478,-83.051,231.59
3084,179.73,185.61,-13.737,124.87,-27.736,238.99
3085,226.4,157.35,-1.8223,170.88,3.7178,223.17
3086,191.6,165.94,-74.479,213.94,-15.536,158.04
3087,154.86,166.52,-141.61,241.25,-34.853,89.221
3088,106.2,117.8,-174.78,171.75,-54.558,-2.2028
3089,57.538,69.09,-207.96,102.25,-74.264,-93.626
3090,135.5,125.28,-178.48,110.74,-7.8912,46.663
3091,217.38,184.71,-147.06,121.64,61.144,194.12
3092,201.17,111.7,-136.75,66.604,-21.283,132.05
3093,160.45,5.5787,-131.71,-4.9135,-141.58,17.592
3094,94.362,-5.6632,-146.03,-22.719,-170.56,-7.6144
3095,13.383,38.817,-171.73,-8.9798,-145.92,19.594
3096,-30.203,29.41,-200.98,-1.7723,-107.09,18.752
3097,-29.893,-43.255,-234.39,-2.2325,-51.602,-15.019
3098,-34.158,-77.051,-279.85,-6.8923,-35.326,-38.665
3099,-49.101,-20.151,-353.42,-21.351,-110.55,-38.688
3100,-58.302,23.505,-405.91,-37.819,-171.67,-40.535
3101,-32.235,-14.193,-328.93,-66.629,-146.2,-53.581
3102,-6.1678,-51.891,-251.96,-95.439,-120.72,-66.628
3103,-16.713,-28.11,-216.12,-27.899,-73.797,-52.593
3104,-28.006,-3.0744,-181.12,41.608,-26.433,-38.006
3105,-74.035,0.95016,-191.15,43.894,2.4687,-32.038
3106,-127.18,0.67128,-210.4,32.412,27.589,-27.834
3107,-147.11,-1.538,-201.8,34.688,73.676,-11.393
3108,-151.4,-4.6558,-180.08,43.437,129.63,10.808
3109,-187.65,-20.121,-170.52,56.277,163.7,13.516
3110,-252.23,-46.535,-171.74,72.744,178.37,-1.0617
3111,-251.74,-44.984,-152.34,102.73,204.66,13.511
3112,-149.48,0.31061,-100.69,153.85,249.13,73.678
3113,-51.609,44.683,-67.638,199.22,291.93,116.2
3114,33.088,86.288,-90.419,227.36,329.71,105.76
3115,125.13,128.08,-104.24,256.73,372.85,95.664
3116,276.57,171.36,-45.616,296.13,459.29,88.318
3117,396.69,200.58,3.6731,321.98,522.83,87.788
3118,352.33,156.03,3.9369,276.78,466.2,123.04
3119,307.97,111.48,4.2007,231.58,409.58,158.28
3120,308.2,82.88,64.72,198.1,368.51,86.427
3121,316.3,57.099,135.87,166.7,330.19,-4.3298
3122,409.58,92.711,150.12,178.35,335.11,-4.0172
3123,575.43,180.62,115.89,226.66,376.88,73.873
3124,684.06,241.37,94.027,276.71,411.46,137.29
3125,611.49,216.14,111.35,332.24,423.3,154.87
3126,538.92,190.9,128.66,387.78,435.15,172.44
3127,460.26,145.4,68.916,286.62,380.88,93.256
3128,381.14,98.386,3.3679,173.67,321.63,6.7859
3129,274.06,63.311,-35.64,103.03,274.43,0.96121
3130,150.56,35.249,-59.061,57.241,234.29,42.5
3131,96.964,27.449,-67.941,41.253,231.95,68.759
3132,179.05,58.981,-48.593,83.109,302.96,65.358
3133,255.85,88.927,-28.591,123.56,367.12,61.445
3134,205.93,80.801,7.1187,130.4,266.68,45.256
3135,156.01,72.676,42.828,137.23,166.24,29.068
3136,152.4,134.41,25.053,122.09,152.72,15.826
3137,164.23,219.43,-10.551,99.626,168.18,3.5657
3138,119.01,231.77,-41.827,62.636,179.5,-30.167
3139,6.8249,158.8,-68.021,8.598,185.96,-89.106
3140,-85.71,84.009,-85.364,-36.728,176.64,-131
3141,-82.294,0.35061,-59.497,-39.52,90.261,-89.701
3142,-78.878,-83.307,-33.631,-42.312,3.8825,-48.397
3143,-91.542,-39.321,-78.855,-125.09,71.342,-63.304
3144,-106.19,20.441,-132.87,-217.75,157.81,-85.159
3145,-80.797,78.572,-51.977,-193.36,165.39,-85.316
3146,-29.795,135.66,115.16,-94.134,122.52,-71.599
3147,43.324,154.74,245.01,-27.922,103.33,-58.679
3148,161.35,96.653,299.16,-28.74,132.21,-47.375
3149,438.07,73.687,401.32,12.004,209.25,-0.060762
